,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,8.89,1909.6,21.7,,978.7,53.1
2015-04-01,13.16,2828.32,32.14,,3375073.0,117876.6
2015-05-01,13.73,2950.64,33.53,52.4,2088170.0,61069.0
2015-06-01,26.1,5606.48,63.71,99.6,3757664.0,78246.8
2015-07-01,15.16,3256.0,37.0,57.8,2380648.0,45602.3
2015-08-01,15.38,3304.4,37.55,58.7,1838434.0,55336.8
2015-09-01,10.36,2226.4,25.3,43.9,1829593.0,52040.0
2015-10-01,11.81,2537.92,28.84,50.0,1163866.0,40949.6
2015-11-01,15.61,3352.8,38.1,58.7,1308307.0,36803.1
2015-12-01,20.11,4319.92,49.09,75.7,2896016.0,59905.3
2016-01-01,20.08,4313.76,49.02,75.6,3220915.0,61699.2
2016-02-01,13.07,2808.96,31.92,49.2,808056.0,21954.8
2016-03-01,12.79,2748.24,31.23,48.1,504294.3,14546.5
2016-04-01,14.07,3023.68,34.36,53.0,320883.4,9998.6
