,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,10.77,231913.8,15.61,,39685700.0,3242922.0
2015-03-01,10.99,236667.9,15.93,,44766480.0,2855327.0
2015-04-01,12.06,259695.8,17.48,,77443090.0,4622932.0
2015-05-01,12.55,270095.4,18.18,64.8,84890210.0,4670217.0
2015-06-01,13.47,290003.7,19.52,69.6,82754750.0,4519980.0
2015-07-01,10.41,224188.3,15.09,53.8,59496640.0,3282617.0
2015-08-01,9.37,201754.6,13.58,48.4,54448830.0,3850783.0
2015-09-01,6.47,139356.2,9.38,12.2,21306910.0,1774095.0
2015-10-01,5.92,127470.8,8.58,11.2,10513630.0,1164131.0
2015-11-01,6.5,139950.5,9.42,18.5,13624670.0,1427318.0
2015-12-01,7.12,153321.6,10.32,20.2,35132620.0,3077452.0
2016-01-01,7.39,159115.7,10.71,21.0,15740900.0,1440044.0
2016-02-01,5.47,117665.4,7.92,15.5,8140975.0,914543.7
2016-03-01,5.31,114396.9,7.7,15.1,5185339.0,642410.2
2016-04-01,6.1,131333.6,8.84,17.3,12890270.0,1507125.0
