,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,16.1,2852.21,61.47,,1951.2,41.3
2015-07-01,20.67,3662.35,78.93,,4442500.0,39425.1
2015-08-01,17.81,3155.2,68.0,,3509168.0,49540.7
2015-09-01,13.2,2338.56,50.4,50.2,2127269.0,30896.5
2015-10-01,16.42,2909.28,62.7,62.5,1545141.0,26111.8
2015-11-01,24.06,4264.16,91.9,91.6,2261352.0,29426.0
2015-12-01,33.42,5921.57,127.62,127.1,4699764.0,40753.9
2016-01-01,27.97,4955.52,106.8,106.4,3279315.0,28330.5
2016-02-01,22.31,3953.28,85.2,84.9,1786070.0,21299.0
2016-03-01,19.36,3431.28,73.95,73.7,1355245.0,15324.9
2016-04-01,24.05,4262.3,91.86,91.5,1586280.0,19683.4
