,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,5.3,6870.0,22.9,,3228.6,161.6
2015-04-01,6.76,8769.0,29.23,,7511648.0,267195.6
2015-05-01,9.62,12483.0,41.61,46.2,6985987.0,201694.6
2015-06-01,16.24,21063.0,70.21,77.9,9508703.0,164383.5
2015-07-01,10.5,13617.0,45.39,50.4,3075149.0,46769.7
2015-08-01,7.56,9813.0,32.71,36.3,6306649.0,145377.9
2015-09-01,7.51,9738.0,32.46,37.2,7493336.0,201089.9
2015-10-01,7.31,9477.0,31.59,36.2,3608505.0,112240.6
2015-11-01,8.57,11118.0,37.06,48.1,2214816.0,61263.2
2015-12-01,12.02,15597.0,51.99,67.4,8949723.0,195344.4
2016-01-01,11.22,14556.23,47.05,61.0,6998882.0,136584.9
2016-02-01,7.5,9726.84,31.44,40.8,3036329.0,83283.4
2016-03-01,7.02,9104.98,29.43,38.2,2358405.0,68175.6
2016-04-01,7.79,10107.37,32.67,38.8,4084211.0,127626.9
