,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,9.34,3427.2,9.52,,6671.5,823.2
2015-04-01,9.67,3549.6,9.86,,2991242.0,304436.6
2015-05-01,14.63,5370.0,14.92,59.6,3867157.0,307964.0
2015-06-01,22.9,8404.8,23.35,93.3,3347902.0,171696.3
2015-07-01,22.9,8404.8,23.35,93.3,,
2015-08-01,22.9,8404.8,23.35,93.3,,
2015-09-01,12.1,4440.0,12.33,52.9,6204272.0,373482.3
2015-10-01,13.88,5094.0,14.15,60.7,3080005.0,220509.9
2015-11-01,16.21,5947.2,16.52,37.7,4279585.0,93682.8
2015-12-01,43.8,16074.0,44.65,102.0,21237230.0,647977.0
2016-01-01,32.35,11872.79,32.98,75.3,16149350.0,426009.1
2016-02-01,23.11,8481.59,23.56,53.8,6614047.0,254684.1
2016-03-01,27.59,10123.2,28.12,64.2,10073720.0,365636.6
2016-04-01,27.35,10036.8,27.88,173.3,18049020.0,634517.4
