,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,24.17,2587.6,16.17,32.0,274.3,20.0
2015-07-01,111.09,11892.0,74.32,147.2,214057.1,3498.7
2015-08-01,81.79,8755.6,54.72,108.4,4532174.0,86375.0
2015-09-01,81.79,8755.6,54.72,112.4,,
2015-10-01,81.79,8755.59,54.72,112.4,,
2015-11-01,81.79,8755.59,54.72,109.1,,
2015-12-01,158.94,17014.39,106.34,212.1,562962.3,6206.8
2016-01-01,135.69,14524.8,90.78,181.1,15055070.0,137592.4
2016-02-01,88.19,9440.0,59.0,117.7,4971989.0,67453.6
2016-03-01,82.51,8832.0,55.2,110.1,3507520.0,51265.7
2016-04-01,106.12,11360.0,71.0,141.6,7955510.0,127941.4
