,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,11.12,3852.0,24.07,,982.2,50.6
2015-04-01,21.09,7304.8,45.65,,7021351.0,157913.8
2015-05-01,25.04,8669.6,54.18,52.2,5346781.0,106640.8
2015-06-01,40.43,14000.0,87.5,84.3,9147062.0,121563.9
2015-07-01,32.03,11090.41,69.31,66.8,6748965.0,88327.7
2015-08-01,24.65,8536.0,53.35,51.4,7010909.0,114880.3
2015-09-01,19.72,6828.0,42.67,48.5,3492123.0,65522.1
2015-10-01,22.85,7912.0,49.45,56.2,2335976.0,50379.9
2015-11-01,31.99,11076.8,69.23,96.9,5022540.0,58742.0
2015-12-01,38.63,13377.6,83.61,117.0,7303351.0,93561.1
2016-01-01,37.89,13120.0,82.0,114.7,1942911.0,23171.7
2016-02-01,26.69,9243.2,57.77,80.8,4787603.0,64154.9
2016-03-01,24.79,8584.0,53.65,75.1,1974551.0,31885.6
2016-04-01,30.02,10396.8,64.98,90.9,2005200.0,34061.1
