,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,,,,,,
2015-07-01,5.67,10211.24,27.23,,3019.5,118.2
2015-08-01,9.1,16376.25,43.67,,17996190.0,547129.2
2015-09-01,4.93,8879.99,23.68,23.4,15463840.0,444560.3
2015-10-01,4.97,8955.0,23.88,23.6,5506617.0,221851.9
2015-11-01,5.68,10222.5,27.26,26.9,5391609.0,203148.8
2015-12-01,6.5,11696.25,31.19,30.8,9850312.0,311278.3
2016-01-01,6.36,11456.25,30.55,30.1,4449374.0,141657.5
2016-02-01,4.52,8133.75,21.69,21.4,2137129.0,87311.8
2016-03-01,4.75,8546.24,22.79,22.5,1937846.0,80991.3
2016-04-01,5.13,9243.74,24.65,24.3,2721175.0,112809.3
