,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,,,,,,
2015-07-01,11.22,6588.33,36.0,,2194410.0,68657.6
2015-08-01,12.18,7146.51,39.05,,7999531.0,259651.6
2015-09-01,6.66,3907.25,21.35,43.2,5971048.0,185636.2
2015-10-01,7.69,4514.84,24.67,50.0,2884520.0,119800.1
2015-11-01,9.2,5402.43,29.52,62.8,2875799.0,103257.8
2015-12-01,12.69,7448.47,40.7,86.6,7056431.0,182629.7
2016-01-01,15.45,9068.11,49.55,105.4,6562287.0,140929.1
2016-02-01,9.09,5336.55,29.16,62.0,3373026.0,92350.6
2016-03-01,8.4,4932.1,26.95,57.3,1837840.0,58167.2
2016-04-01,9.9,5808.71,31.74,67.5,1043009.0,37133.9
