,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,,,,,,
2015-07-01,4.81,1580.4,13.17,,244.2,20.1
2015-08-01,17.66,5805.6,48.38,,6482165.0,221867.7
2015-09-01,12.21,4015.2,33.46,61.6,6656056.0,183542.3
2015-10-01,11.68,3841.2,32.01,58.9,7226301.0,215477.4
2015-11-01,13.77,4526.4,37.72,69.4,5094851.0,138883.7
2015-12-01,14.04,4615.2,38.46,70.8,6164195.0,146727.9
2016-01-01,14.1,4635.6,38.63,71.1,2805332.0,70303.9
2016-02-01,9.03,2970.0,24.75,45.5,1036570.0,35572.7
2016-03-01,11.1,3648.0,30.4,55.9,1527403.0,52812.5
2016-04-01,11.93,3921.6,32.68,60.1,2133703.0,72286.2
