,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,,,,,,
2015-07-01,6.32,265502.5,34.82,85.3,45820640.0,1367350.0
2015-08-01,4.76,199927.5,26.22,64.2,158623500.0,5395225.0
2015-09-01,3.57,149983.7,19.67,8.6,52277680.0,2185061.0
2015-10-01,3.37,141825.0,18.6,8.1,24755520.0,1289293.0
2015-11-01,3.77,158523.6,20.79,18.8,26484350.0,1269376.0
2015-12-01,4.04,169732.4,22.26,20.1,59446290.0,2431656.0
2016-01-01,4.33,182237.4,23.9,21.6,35711550.0,1451171.0
2016-02-01,3.09,130082.4,17.06,15.4,15381080.0,792522.0
2016-03-01,3.07,128938.8,16.91,15.3,9783741.0,562553.1
2016-04-01,3.55,149297.5,19.58,17.7,20595810.0,1095992.0
