,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,4.45,2253.0,17.33,,3080.5,206.2
2015-03-01,5.2,2632.0,20.25,,1656870.0,83305.4
2015-04-01,6.08,3077.0,23.67,47.7,2694191.0,120148.6
2015-05-01,6.56,3316.0,25.51,49.9,1833624.0,73896.3
2015-06-01,11.62,5874.7,45.19,88.5,3896000.0,111350.4
2015-07-01,8.74,4422.6,34.02,66.6,2975160.0,67144.4
2015-08-01,10.62,5369.0,41.3,80.9,2681145.0,74547.8
2015-09-01,8.11,4104.1,31.57,65.2,3234421.0,90467.9
2015-10-01,6.45,3263.0,25.1,51.8,3454808.0,133582.3
2015-11-01,7.18,3630.9,27.93,69.4,1744221.0,61692.7
2015-12-01,8.28,4187.3,32.21,80.0,3677072.0,113092.9
2016-01-01,8.82,4460.3,34.31,85.2,2487789.0,72876.3
2016-02-01,6.16,3117.4,23.98,59.6,1497033.0,51403.1
2016-03-01,7.54,3815.5,29.35,72.9,1722967.0,61708.1
2016-04-01,7.15,3614.0,27.8,53.6,3110523.0,109760.0
