,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,6.65,8249.81,25.92,,2519592.0,95197.9
2015-05-01,6.99,8666.76,27.23,28.8,5561286.0,207194.9
2015-06-01,11.71,14523.11,45.63,48.2,13027910.0,347286.8
2015-07-01,7.31,9061.43,28.47,30.1,9259587.0,242557.1
2015-08-01,7.08,8784.53,27.6,29.2,6292237.0,209275.6
2015-09-01,4.63,5744.95,18.05,21.7,3779087.0,142325.6
2015-10-01,4.59,5687.66,17.87,21.5,1571222.0,87419.4
2015-11-01,5.31,6588.39,20.7,28.0,2501209.0,124184.8
2015-12-01,6.34,7861.51,24.7,33.4,5660643.0,222768.8
2016-01-01,6.75,8370.76,26.3,35.6,2783976.0,108915.8
2016-02-01,4.28,5308.91,16.68,22.6,1259509.0,64547.8
2016-03-01,4.29,5315.27,16.7,22.6,758528.6,42137.6
2016-04-01,4.82,5974.11,18.77,25.4,1295795.0,70415.4
