,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,10.96,2663.2,33.29,,815.2,29.9
2015-06-01,66.48,16160.0,202.0,,4210748.0,20704.0
2015-07-01,28.61,6954.4,86.93,,11407740.0,72733.2
2015-08-01,21.88,5318.4,66.48,,3871718.0,47225.8
2015-09-01,15.07,3662.4,45.78,49.0,2283740.0,33715.1
2015-10-01,19.84,4822.4,60.28,64.5,2298074.0,40190.1
2015-11-01,28.42,6909.6,86.37,90.8,3857007.0,50587.9
2015-12-01,41.22,10020.0,125.25,131.7,8817644.0,82072.4
2016-01-01,33.24,8079.2,100.99,106.2,6277098.0,53561.1
2016-02-01,22.88,5560.8,69.51,73.1,2611707.0,34354.4
2016-03-01,19.95,4848.8,60.61,63.7,1568814.0,20907.7
2016-04-01,26.82,6520.0,81.5,85.7,3340014.0,46780.6
