,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,9.36,3121.27,30.8,,3605.9,158.0
2015-07-01,10.89,3634.05,35.86,,5226809.0,104840.9
2015-08-01,12.91,4305.94,42.49,,4461528.0,119785.8
2015-09-01,7.63,2544.65,25.11,52.3,4126908.0,100694.1
2015-10-01,8.32,2776.72,27.4,57.1,1787978.0,62955.4
2015-11-01,10.96,3657.36,36.09,74.6,1927575.0,60170.0
2015-12-01,12.05,4019.15,39.66,82.0,4066853.0,100797.6
2016-01-01,13.27,4427.54,43.69,90.3,3309202.0,76417.4
2016-02-01,9.81,3273.28,32.3,66.8,1161235.0,33190.8
2016-03-01,9.35,3118.23,30.77,63.6,2193433.0,57215.0
2016-04-01,10.37,3460.76,34.15,162.6,1809255.0,53879.4
