,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,7.65,1508.92,10.09,,6020.2,692.9
2015-03-01,11.83,2331.72,15.59,,2163753.0,141988.5
2015-04-01,17.92,3533.28,23.62,32.9,2942403.0,149195.1
2015-05-01,17.57,3462.56,23.15,33.6,2181535.0,89696.5
2015-06-01,38.78,7644.55,51.1,33.7,4352163.0,75815.1
2015-07-01,18.4,3627.8,24.25,16.0,3134220.0,78757.1
2015-08-01,18.33,3612.84,24.15,15.9,2557345.0,99318.1
2015-09-01,17.83,3515.6,23.5,36.9,2788368.0,97410.3
2015-10-01,16.11,3176.01,21.23,33.3,855082.5,39330.4
2015-11-01,23.78,4688.46,31.34,100.0,2025401.0,75537.8
2015-12-01,29.89,5891.25,39.38,125.7,6679222.0,165876.5
2016-01-01,30.89,6088.72,40.7,129.9,1929829.0,49167.3
2016-02-01,22.07,4350.37,29.08,92.8,981440.4,31047.9
2016-03-01,21.6,4257.62,28.46,90.8,590561.5,18856.5
2016-04-01,25.47,5020.57,33.56,107.1,1131541.0,36555.8
