,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,5.88,2816.8,17.6,23.6,2584.2,166.4
2015-03-01,6.26,3000.0,18.75,25.1,1307419.0,70220.4
2015-04-01,7.56,3624.0,22.65,30.3,2155726.0,104887.1
2015-05-01,8.44,4045.6,25.28,19.2,2056155.0,81974.1
2015-06-01,17.11,8200.0,51.25,38.8,5348801.0,77145.4
2015-07-01,9.02,4320.0,27.0,20.5,4244692.0,97631.2
2015-08-01,9.8,4696.0,29.35,22.2,2432254.0,80237.2
2015-09-01,6.4,3068.8,19.18,18.5,1563025.0,57012.7
2015-10-01,7.56,3620.8,22.63,21.8,2141008.0,92013.6
2015-11-01,9.01,4318.4,26.99,32.5,2001614.0,76889.9
2015-12-01,10.76,5155.2,32.22,38.8,3795401.0,114694.4
2016-01-01,13.0,6230.4,38.94,46.9,3395168.0,93594.4
2016-02-01,7.63,3654.4,22.84,27.5,3399898.0,102060.1
2016-03-01,7.5,3593.6,22.46,27.0,920563.0,36471.2
2016-04-01,8.56,4099.2,25.62,30.8,1411626.0,57729.0
