,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,,,,,,
2015-06-01,9.19,1792.36,26.88,,555.9,28.8
2015-07-01,16.0,3120.62,46.8,,2615432.0,42026.9
2015-08-01,17.61,3434.02,51.5,,2807343.0,65257.5
2015-09-01,11.77,2296.46,34.44,69.7,2606343.0,56207.6
2015-10-01,11.87,2315.8,34.73,70.3,740479.7,21850.5
2015-11-01,15.15,2954.59,44.31,86.1,1250718.0,31145.7
2015-12-01,20.47,3992.8,59.88,116.4,3474775.0,61763.6
2016-01-01,20.34,3967.46,59.5,115.7,4166443.0,61740.9
2016-02-01,17.11,3337.34,50.05,97.3,1413735.0,29007.0
2016-03-01,13.73,2677.2,40.15,78.1,1160645.0,23471.7
2016-04-01,16.58,3233.98,48.5,94.3,1685408.0,37006.2
