,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,7.8,57834.86,85.89,,196440.8,2606.1
2015-05-01,9.25,68548.0,101.8,47.9,23532370.0,225990.1
2015-06-01,12.52,92795.69,137.81,64.9,18422400.0,146799.6
2015-07-01,7.82,57949.35,86.06,40.5,14173350.0,125870.9
2015-08-01,6.63,49155.27,73.0,34.4,8104138.0,94128.3
2015-09-01,5.13,38044.84,56.5,26.7,4068940.0,56016.9
2015-10-01,5.43,40266.93,59.8,28.3,2974336.0,49321.1
2015-11-01,7.09,52522.06,78.0,34.6,4924042.0,67487.4
2015-12-01,7.73,57289.44,85.08,37.8,9338809.0,106246.2
2016-01-01,7.58,56144.73,83.38,37.0,5127135.0,60207.7
2016-02-01,5.92,43903.05,65.2,29.0,2779067.0,41553.9
2016-03-01,5.78,42832.43,63.61,28.3,2355475.0,35206.0
2016-04-01,6.12,45377.7,67.39,29.9,1387489.0,21430.1
