,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,9.65,21122.85,49.75,,13235.1,293.0
2015-06-01,17.04,37290.86,87.83,,24965780.0,330030.7
2015-07-01,9.46,20706.77,48.77,,12175970.0,170992.7
2015-08-01,9.44,20664.3,48.67,,8282000.0,170057.0
2015-09-01,7.28,15934.48,37.53,27.9,6263989.0,137074.4
2015-10-01,7.18,15705.21,36.99,27.5,3654543.0,94822.4
2015-11-01,8.7,19042.41,44.85,33.8,4835403.0,113200.2
2015-12-01,10.7,23419.83,55.16,41.6,10419660.0,189976.4
2016-01-01,10.05,21993.24,51.8,39.1,3667222.0,68398.9
2016-02-01,6.89,15085.32,35.53,26.8,1978297.0,48958.5
2016-03-01,7.68,16809.12,39.59,29.9,842822.1,21770.2
2016-04-01,7.77,17000.18,40.04,30.2,1785057.0,44873.4
