,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,9.8,3881.79,14.07,,2517.1,217.4
2015-06-01,32.61,12911.7,46.8,,10526630.0,307963.8
2015-07-01,16.18,6407.57,23.22,,9738903.0,271013.6
2015-08-01,14.0,5544.03,20.09,,5618754.0,251108.4
2015-09-01,11.4,4513.57,16.36,43.3,4846251.0,206899.3
2015-10-01,12.9,5106.73,18.51,49.0,2887394.0,108264.6
2015-11-01,16.04,6351.0,23.02,64.2,4013476.0,180014.1
2015-12-01,22.7,8989.16,31.72,88.4,10773180.0,334686.7
2016-01-01,23.46,9289.55,32.78,91.4,5087530.0,159157.1
2016-02-01,13.18,5217.23,18.41,51.3,2333545.0,102081.9
2016-03-01,13.13,5200.22,18.35,51.1,1399728.0,68723.9
2016-04-01,15.06,5962.54,21.04,58.6,2391663.0,118321.5
