,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,4.42,2133.3,20.24,25.5,3292.9,192.8
2015-06-01,17.35,8381.41,79.52,100.3,6033601.0,123875.7
2015-07-01,8.47,4091.63,38.82,49.0,7457780.0,123078.5
2015-08-01,10.03,4843.13,45.95,58.0,4351672.0,113067.5
2015-09-01,10.76,5199.38,49.33,78.8,5880298.0,116252.6
2015-10-01,7.03,3397.04,32.23,51.5,3352925.0,88904.9
2015-11-01,8.75,4228.65,40.12,80.5,1352501.0,34090.1
2015-12-01,11.62,5615.71,53.28,106.9,5053043.0,105065.7
2016-01-01,10.54,5091.88,48.31,96.9,3899182.0,74720.1
2016-02-01,7.05,3406.53,32.32,64.8,1399906.0,37794.2
2016-03-01,6.87,3316.94,31.47,63.1,799506.5,22939.3
2016-04-01,8.6,4155.92,39.43,79.1,1323683.0,37706.5
