,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,5.18,1259.93,20.52,,634.0,39.0
2015-06-01,38.32,9321.74,151.82,,123546.1,1071.9
2015-07-01,30.27,7361.86,119.9,,9132119.0,58010.3
2015-08-01,21.0,5108.48,83.2,,3332891.0,33098.8
2015-09-01,14.77,3591.9,58.5,32.7,1439337.0,16910.7
2015-10-01,17.65,4292.47,69.91,39.1,868430.8,12774.0
2015-11-01,27.52,6693.21,109.01,65.2,1916099.0,20284.1
2015-12-01,31.43,7644.91,124.51,74.5,4355022.0,34497.3
2016-01-01,29.1,7077.58,115.27,69.0,2252875.0,18587.6
2016-02-01,20.85,5071.64,82.6,49.4,1344574.0,15022.1
2016-03-01,18.63,4531.32,73.8,44.2,795858.1,9373.4
2016-04-01,22.72,5526.0,90.0,53.8,1716692.0,21484.7
