,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,12.65,3611.84,18.04,,47515.0,2761.1
2015-05-01,17.81,5085.01,25.39,,4612682.0,197995.8
2015-06-01,26.04,7435.95,37.13,,5615556.0,173270.3
2015-07-01,26.17,7472.0,37.31,,5696132.0,158606.5
2015-08-01,20.99,5993.48,29.93,,6066143.0,173304.4
2015-09-01,16.6,4739.25,23.67,57.3,2875292.0,92452.9
2015-10-01,17.39,4966.2,24.8,60.1,2163659.0,66462.9
2015-11-01,19.82,5661.06,28.27,78.2,2758922.0,97377.2
2015-12-01,33.35,9523.88,47.56,131.6,10047780.0,239529.2
2016-01-01,30.17,8616.75,43.03,119.0,6981136.0,155387.5
2016-02-01,22.43,6403.99,31.98,88.5,3153903.0,83697.8
2016-03-01,21.23,6061.56,30.27,83.7,1747366.0,50493.5
2016-04-01,22.34,6379.96,31.86,88.1,1889796.0,60839.7
