,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,4.49,5105.1,10.01,,9327.0,1111.8
2015-03-01,6.86,7797.89,15.29,,7649365.0,489982.3
2015-04-01,7.1,8073.3,15.83,,5605990.0,363508.8
2015-05-01,10.27,11668.8,22.88,182.9,10465940.0,529700.4
2015-06-01,12.81,14560.5,28.55,228.2,11912560.0,484635.1
2015-07-01,9.28,10544.88,16.58,132.5,7288404.0,287242.6
2015-08-01,7.69,8738.64,13.74,109.8,4100775.0,279665.1
2015-09-01,9.85,11199.96,17.61,478.5,13488530.0,703736.8
2015-10-01,8.46,9616.32,15.12,410.9,6410000.0,413173.6
2015-11-01,9.79,11123.64,17.49,111.8,6955293.0,384435.2
2015-12-01,10.46,11886.84,18.69,119.4,8390053.0,424219.8
2016-01-01,11.93,13565.88,21.33,136.3,8361476.0,386154.8
2016-02-01,9.56,10869.23,17.09,109.2,7758990.0,366487.3
2016-03-01,11.39,12942.6,20.35,130.0,7364509.0,350214.3
2016-04-01,13.02,14799.72,23.27,148.7,15228270.0,657499.4
