,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,6.62,2272.0,22.72,,1920.2,99.4
2015-06-01,23.49,8069.0,80.69,,5583168.0,107812.6
2015-07-01,11.41,3919.0,39.19,,5870995.0,94904.3
2015-08-01,14.09,4838.0,48.38,,4655929.0,110458.4
2015-09-01,8.06,2767.0,27.67,38.1,3289317.0,74002.1
2015-10-01,8.64,2968.0,29.68,40.9,1210586.0,40306.5
2015-11-01,11.28,3875.0,38.75,51.7,2028641.0,56839.9
2015-12-01,14.84,5097.0,50.97,67.9,4076680.0,84564.6
2016-01-01,13.68,4699.0,46.99,62.6,2706528.0,53612.6
2016-02-01,9.45,3247.0,32.47,43.3,811211.7,22985.5
2016-03-01,11.21,3850.0,38.5,51.3,963292.1,24789.9
2016-04-01,11.64,3998.0,39.98,53.3,1646283.0,43672.3
