,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,8.91,2411.85,26.25,,3179.6,144.2
2015-06-01,30.52,8260.01,89.9,,5428869.0,92277.8
2015-07-01,16.44,4449.75,48.43,,7051328.0,90544.9
2015-08-01,15.32,4146.55,45.13,,2554641.0,54310.6
2015-09-01,10.96,2965.89,32.28,40.4,1681029.0,36131.8
2015-10-01,12.6,3409.67,37.11,46.5,1218674.0,33303.3
2015-11-01,19.08,5164.57,56.21,70.4,1693853.0,35517.7
2015-12-01,33.37,9032.73,98.31,123.1,3648298.0,44763.1
2016-01-01,26.17,7082.11,77.08,96.5,4961957.0,53920.5
2016-02-01,16.03,4337.66,47.21,59.1,2158112.0,34529.5
2016-03-01,14.96,4048.23,44.06,55.2,1065094.0,20540.3
2016-04-01,19.93,5395.19,58.72,73.5,2117190.0,39485.2
