,MTBV,MV,P,PE,VA,VO
2012-01-01,,,,,,
2012-02-01,,,,,,
2012-03-01,,,,,,
2012-04-01,,,,,,
2012-05-01,,,,,,
2012-06-01,,,,,,
2012-07-01,,,,,,
2012-08-01,,,,,,
2012-09-01,,,,,,
2012-10-01,,,,,,
2012-11-01,,,,,,
2012-12-01,,,,,,
2013-01-01,,,,,,
2013-02-01,,,,,,
2013-03-01,,,,,,
2013-04-01,,,,,,
2013-05-01,,,,,,
2013-06-01,,,,,,
2013-07-01,,,,,,
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,,,,,,
2013-11-01,,,,,,
2013-12-01,,,,,,
2014-01-01,,,,,,
2014-02-01,,,,,,
2014-03-01,,,,,,
2014-04-01,,,,,,
2014-05-01,,,,,,
2014-06-01,,,,,,
2014-07-01,,,,,,
2014-08-01,,,,,,
2014-09-01,,,,,,
2014-10-01,,,,,,
2014-11-01,,,,,,
2014-12-01,,,,,,
2015-01-01,,,,,,
2015-02-01,,,,,,
2015-03-01,,,,,,
2015-04-01,,,,,,
2015-05-01,5.69,2633.4,31.35,,892.8,34.1
2015-06-01,28.07,13002.36,154.79,,3275863.0,24405.9
2015-07-01,11.39,5275.2,62.8,,6781523.0,65844.4
2015-08-01,9.0,4168.92,49.63,,642067.8,11918.3
2015-09-01,9.0,4168.92,49.63,49.2,,
2015-10-01,9.95,4609.92,54.88,54.4,2851079.0,48838.6
2015-11-01,16.54,7660.8,91.2,95.4,5820726.0,78324.3
2015-12-01,23.79,11017.45,131.16,137.2,11719960.0,97254.4
2016-01-01,22.58,10458.0,124.5,130.2,6502757.0,50850.7
2016-02-01,16.25,7526.4,89.6,93.7,2913794.0,32098.4
2016-03-01,14.91,6906.48,82.22,86.0,2920755.0,30988.0
2016-04-01,20.5,9496.2,113.05,118.2,4444124.0,48061.1
