,MV,P,PE,PTBV,VA,VO
2003-06-23,1211.38,3.29,,7.88,,1048.0
2003-06-30,1180.08,3.2,,7.68,,754.6
2003-07-07,1312.63,3.56,,8.54,,3219.9
2003-07-14,1323.68,3.59,,8.61,,7452.7
2003-07-21,1327.36,3.6,,8.64,,5439.0
2003-07-28,1266.61,3.44,,8.24,,1899.1
2003-08-04,1226.11,3.33,,7.98,,1932.0
2003-08-11,1226.11,3.33,,7.98,,3751.6
2003-08-18,1218.74,3.31,,7.93,,1057.0
2003-08-25,1187.44,3.22,,7.73,,623.8
2003-09-01,1240.83,3.37,,8.07,,1589.2
2003-09-08,1174.56,3.19,,7.64,,4825.7
2003-09-15,1069.62,2.9,,6.96,,5936.8
2003-09-22,1064.1,2.89,,6.92,,1239.1
2003-09-29,1030.96,2.8,,6.71,,4911.8
2003-10-06,1023.6,2.78,,6.66,,637.9
2003-10-13,1089.87,2.96,,7.09,,4778.3
2003-10-20,1007.03,2.73,,6.55,,1736.0
2003-10-27,966.52,2.63,,6.29,,1835.7
2003-11-03,953.64,2.59,,6.2,,1326.9
2003-11-10,830.29,2.25,,5.4,,2753.7
2003-11-17,839.5,2.28,,5.46,,1056.9
2003-11-24,905.77,2.46,,5.89,,2435.7
2003-12-01,938.91,2.55,,6.11,,5809.2
2003-12-08,946.27,2.57,,6.16,,2731.5
2003-12-15,959.16,2.6,,6.24,,3476.1
2003-12-22,887.36,2.41,,5.77,,5176.1
2003-12-29,843.18,2.29,,5.49,,4285.2
2004-01-05,828.45,2.25,,4.01,,2254.0
2004-01-12,811.88,2.2,,3.93,,6430.9
2004-01-19,870.79,2.36,,4.21,,10064.4
2004-01-26,870.79,2.36,,4.21,,
2004-02-02,935.23,2.54,,4.53,,8917.4
2004-02-09,983.09,2.67,,4.76,,19373.8
2004-02-16,984.93,2.67,,4.77,,7997.1
2004-02-23,1034.64,2.81,,5.01,,14752.5
2004-03-01,984.93,2.67,,4.77,,24506.2
2004-03-08,894.73,2.43,,4.33,,21397.5
2004-03-15,889.2,2.41,,4.3,,20497.1
2004-03-22,905.77,2.46,,4.38,,24389.7
2004-03-29,924.18,2.51,,4.47,,12278.8
2004-04-05,927.86,2.52,,4.49,,21886.1
2004-04-12,979.41,2.66,,4.74,,17773.6
2004-04-19,863.43,2.34,,4.18,,13778.8
2004-04-26,791.63,2.15,,3.83,,7018.2
2004-05-03,804.52,2.18,,3.89,,4041.1
2004-05-10,811.88,2.2,,3.93,,2080.5
2004-05-17,800.83,2.17,,3.88,,7348.3
2004-05-24,782.42,2.13,,3.79,,3395.7
2004-05-31,677.49,1.84,,3.28,,7555.7
2004-06-07,631.46,1.71,,3.06,,8509.3
2004-06-14,603.85,1.64,,2.92,,9278.0
2004-06-21,572.55,1.55,,2.77,,7250.7
2004-06-28,528.37,1.43,,2.56,,3420.6
2004-07-05,616.73,1.67,,2.98,,14414.2
2004-07-12,655.4,1.78,,3.17,,16680.6
2004-07-19,677.49,1.84,,3.28,,13693.4
2004-07-26,592.8,1.61,,2.87,,11071.8
2004-08-02,570.71,1.55,,2.76,,5114.3
2004-08-09,572.55,1.55,,2.77,,3134.2
2004-08-16,548.62,1.49,,2.65,,2225.1
2004-08-23,578.07,1.57,,2.8,,10491.0
2004-08-30,541.25,1.47,,2.62,,3532.3
2004-09-06,561.5,1.52,,2.72,,2932.9
2004-09-13,508.12,1.38,,2.46,,5475.7
2004-09-20,635.14,1.72,,3.07,,31165.8
2004-09-27,565.19,1.53,,2.73,,16307.5
2004-10-04,589.12,1.6,,2.85,,5173.0
2004-10-11,631.46,1.71,,3.06,,8924.5
2004-10-18,614.89,1.67,,2.98,,16549.3
2004-10-25,583.6,1.58,,2.82,,23301.6
2004-11-01,602.01,1.63,,2.91,,17488.7
2004-11-08,590.96,1.6,,2.86,,9807.1
2004-11-15,642.51,1.74,,3.11,,38368.0
2004-11-22,646.19,1.75,,3.13,,13627.9
2004-11-29,614.89,1.67,,2.98,,16563.8
2004-12-06,618.58,1.68,,2.99,,7179.6
2004-12-13,574.39,1.56,,2.78,,9936.7
2004-12-20,552.3,1.5,,2.67,,5939.2
2004-12-27,559.66,1.52,,2.71,,4060.4
2005-01-03,585.44,1.59,,2.63,,3998.1
2005-01-10,592.8,1.61,,2.67,,5374.1
2005-01-17,607.53,1.65,,2.73,,8926.1
2005-01-24,648.03,1.76,,2.92,,22141.8
2005-01-31,587.28,1.59,21.3,2.64,,21912.0
2005-02-07,614.89,1.67,22.3,2.77,,9144.0
2005-02-14,614.89,1.67,22.3,2.77,,
2005-02-21,636.99,1.73,23.1,2.87,,7665.3
2005-02-28,664.6,1.8,24.1,2.99,,22955.2
2005-03-07,692.22,1.88,25.1,3.11,,32062.5
2005-03-14,745.6,2.02,27.0,3.35,,72720.8
2005-03-21,675.65,1.83,24.5,3.04,,36844.2
2005-03-28,688.53,1.87,25.0,3.1,,26388.7
2005-04-04,602.01,1.63,21.8,2.71,,24357.7
2005-04-11,633.3,1.72,23.0,2.85,,19732.7
2005-04-18,578.07,1.57,21.0,2.6,,16799.6
2005-04-25,471.3,1.28,17.1,2.12,,12969.6
2005-05-02,493.39,1.34,17.9,2.22,,9786.3
2005-05-09,460.25,1.25,16.7,2.07,,1453.8
2005-05-16,489.71,1.33,17.7,2.2,,7891.0
2005-05-23,474.98,1.29,17.2,2.14,,22766.2
2005-05-30,487.86,1.32,17.7,2.2,,11008.7
2005-06-06,497.07,1.35,18.0,2.24,,13750.7
2005-06-13,521.0,1.41,18.9,2.34,,32153.9
2005-06-20,489.71,1.33,17.7,2.2,,12542.2
2005-06-27,511.8,1.39,18.5,2.3,,13160.7
2005-07-04,397.66,1.08,14.4,1.79,,13879.0
2005-07-11,379.25,1.03,13.7,1.71,,7245.8
2005-07-18,451.04,1.22,16.3,2.03,,34124.4
2005-07-25,482.34,1.31,17.5,2.17,,27512.4
2005-08-01,487.86,1.32,13.5,2.2,,36385.5
2005-08-08,493.39,1.34,13.7,2.22,,27501.2
2005-08-15,504.43,1.37,14.0,2.27,,35455.4
2005-08-22,493.39,1.34,13.7,2.22,,21142.4
2005-08-29,502.59,1.36,14.0,2.26,,16804.0
2005-09-05,546.78,1.48,15.2,2.46,,37032.3
2005-09-12,521.0,1.41,14.5,2.34,,21755.1
2005-09-19,561.5,1.52,15.6,2.53,,27675.3
2005-09-26,502.59,1.36,14.0,2.26,,19617.3
2005-10-03,486.02,1.32,13.5,2.19,,7604.8
2005-10-10,471.3,1.28,13.1,2.12,,1290.6
2005-10-17,539.41,1.46,15.0,2.43,,24673.9
2005-10-24,526.53,1.43,14.6,2.37,,15542.0
2005-10-31,482.34,1.31,13.4,2.17,,10186.8
2005-11-07,491.55,1.33,13.6,2.21,,6441.9
2005-11-14,476.82,1.29,13.2,2.15,,5802.6
2005-11-21,489.71,1.33,13.6,2.2,,6458.1
2005-11-28,478.66,1.3,13.3,2.15,,4031.9
2005-12-05,427.11,1.16,11.9,1.92,,6080.0
2005-12-12,449.2,1.22,12.5,2.02,,4824.4
2005-12-19,454.73,1.23,12.6,2.05,,5829.1
2005-12-26,456.57,1.24,12.7,2.05,,5422.5
2006-01-02,458.41,1.24,12.7,1.96,,5672.7
2006-01-09,486.02,1.32,13.5,2.08,,11671.8
2006-01-16,489.71,1.33,13.6,2.09,,19660.2
2006-01-23,509.96,1.38,14.2,2.18,,12996.9
2006-01-30,509.96,1.38,14.2,2.18,,6179.0
2006-02-06,517.32,1.4,14.4,2.21,,2600.0
2006-02-13,508.12,1.38,14.1,2.17,,12628.1
2006-02-20,497.07,1.35,13.8,2.12,,11686.6
2006-02-27,500.75,1.36,32.1,2.14,,12716.0
2006-03-06,487.86,1.32,31.3,2.09,,8670.8
2006-03-13,467.61,1.27,30.0,2.0,,5845.0
2006-03-20,476.82,1.29,30.6,2.04,,4874.6
2006-03-27,491.55,1.33,31.5,2.1,,9277.4
2006-04-03,513.64,1.39,32.9,2.2,,14242.5
2006-04-10,543.09,1.47,34.8,2.32,,18904.5
2006-04-17,589.12,1.6,34.1,2.52,,25758.2
2006-04-24,539.41,1.46,31.3,2.31,,14335.2
2006-05-01,703.26,1.91,40.8,3.01,,34217.3
2006-05-08,773.22,2.1,44.8,3.31,,4511.1
2006-05-15,916.82,2.49,53.1,3.92,,95547.6
2006-05-22,948.11,2.57,55.0,4.05,,61781.1
2006-05-29,1134.06,3.08,65.7,4.85,,104394.8
2006-06-05,1483.85,4.03,86.0,6.34,,42840.8
2006-06-12,1483.85,4.03,86.0,6.34,,
2006-06-19,1483.85,4.03,86.0,6.34,,
2006-06-26,1483.85,4.03,86.0,6.34,,
2006-07-03,1483.85,4.03,86.0,6.34,,
2006-07-10,1483.85,4.03,86.0,6.34,,
2006-07-17,1483.85,4.03,86.0,6.34,,
2006-07-24,1483.85,4.03,86.0,6.34,,
2006-07-31,1483.85,4.03,86.0,6.34,,
2006-08-07,1483.85,4.03,103.3,6.34,,
2006-08-14,1483.85,4.03,103.3,6.34,,
2006-08-21,1483.85,4.03,103.3,6.34,,
2006-08-28,1483.85,4.03,103.3,6.34,,
2006-09-04,1483.85,4.03,103.3,6.34,,
2006-09-11,1483.85,4.03,103.3,6.34,,
2006-09-18,1483.85,4.03,103.3,6.34,,
2006-09-25,1483.85,4.03,103.3,6.34,,
2006-10-02,1483.85,4.03,103.3,6.34,,
2006-10-09,1483.85,4.03,103.3,6.34,,
2006-10-16,2036.15,5.53,141.8,8.7,,67429.4
2006-10-23,1942.25,5.27,161.8,8.3,,56651.5
2006-10-30,1942.25,5.27,161.8,8.3,,
2006-11-06,1942.25,5.27,161.8,8.3,,
2006-11-13,1942.25,5.27,161.8,8.3,,
2006-11-20,1942.25,5.27,161.8,8.3,,
2006-11-27,1942.25,5.27,161.8,8.3,,
2006-12-04,1942.25,5.27,161.8,8.3,,
2006-12-11,1942.25,5.27,161.8,8.3,,
2006-12-18,1942.25,5.27,161.8,8.3,,
2006-12-25,1942.25,5.27,161.8,8.3,,
2007-01-01,1942.25,5.27,161.8,7.55,,
2007-01-08,1942.25,5.27,161.8,7.55,,
2007-01-15,1942.25,5.27,161.8,7.55,,
2007-01-22,1942.25,5.27,161.8,7.55,,
2007-01-29,1942.25,5.27,161.8,7.55,,
2007-02-05,1942.25,5.27,161.8,7.55,,
2007-02-12,1942.25,5.27,161.8,7.55,,
2007-02-19,1942.25,5.27,161.8,7.55,,
2007-02-26,1942.25,5.27,161.8,7.55,,
2007-03-05,1942.25,5.27,161.8,7.55,,
2007-03-12,1942.25,5.27,161.8,7.55,,
2007-03-19,1942.25,5.27,173.5,7.55,,
2007-03-26,1942.25,5.27,173.5,7.55,,
2007-04-02,1942.25,5.27,173.5,7.55,,
2007-04-09,1942.25,5.27,173.5,7.55,,
2007-04-16,1942.25,5.27,173.5,7.55,,
2007-04-23,1942.25,5.27,173.5,7.55,,
2007-04-30,1942.25,5.27,173.5,7.55,,
2007-05-07,1942.25,5.27,207.8,7.55,,
2007-05-14,1942.25,5.27,207.8,7.55,,
2007-05-21,1942.25,5.27,207.8,7.55,,
2007-05-28,1942.25,5.27,207.8,7.55,,
2007-06-04,1942.25,5.27,207.8,7.55,,
2007-06-11,1942.25,5.27,207.8,7.55,,
2007-06-18,1942.25,5.27,207.8,7.55,,
2007-06-25,1942.25,5.27,207.8,7.55,,
2007-07-02,1942.25,5.27,207.8,7.55,,
2007-07-09,1942.25,5.27,207.8,7.55,,
2007-07-16,1942.25,5.27,207.8,7.55,,
2007-07-23,1942.25,5.27,212.1,7.55,,
2007-07-30,1942.25,5.27,212.1,7.55,,
2007-08-06,1942.25,5.27,212.1,7.55,,
2007-08-13,1942.25,5.27,212.1,7.55,,
2007-08-20,1942.25,5.27,212.1,7.55,,
2007-08-27,1942.25,5.27,212.1,7.55,,
2007-09-03,1942.25,5.27,212.1,7.55,,
2007-09-10,1942.25,5.27,212.1,7.55,,
2007-09-17,1942.25,5.27,212.1,7.55,,
2007-09-24,1942.25,5.27,212.1,7.55,,
2007-10-01,1942.25,5.27,212.1,7.55,,
2007-10-08,1942.25,5.27,212.1,7.55,,
2007-10-15,1942.25,5.27,212.1,7.55,,
2007-10-22,1942.25,5.27,156.4,7.55,,
2007-10-29,1942.25,5.27,156.4,7.55,,
2007-11-05,1942.25,5.27,156.4,7.55,,
2007-11-12,1942.25,5.27,156.4,7.55,,
2007-11-19,1942.25,5.27,156.4,7.55,,
2007-11-26,1942.25,5.27,156.4,7.55,,
2007-12-03,1942.25,5.27,156.4,7.55,,
2007-12-10,1942.25,5.27,156.4,7.55,,
2007-12-17,1942.25,5.27,156.4,7.55,,
2007-12-24,1942.25,5.27,156.4,7.55,,
2007-12-31,1942.25,5.27,156.4,7.55,,
2008-01-07,1942.25,5.27,156.4,7.28,,
2008-01-14,1942.25,5.27,156.4,7.28,,
2008-01-21,1942.25,5.27,156.4,7.28,,
2008-01-28,1942.25,5.27,156.4,7.28,,
2008-02-04,1942.25,5.27,156.4,7.28,,
2008-02-11,1942.25,5.27,156.4,7.28,,
2008-02-18,1942.25,5.27,156.4,7.28,,
2008-02-25,1942.25,5.27,156.4,7.28,,
2008-03-03,1942.25,5.27,156.4,7.28,,
2008-03-10,1942.25,5.27,156.4,7.28,,
2008-03-17,1942.25,5.27,156.4,7.28,,
2008-03-24,1942.25,5.27,156.4,7.28,,
2008-03-31,1942.25,5.27,156.4,7.28,,
2008-04-07,1942.25,5.27,156.4,7.28,,
2008-04-14,1942.25,5.27,171.3,7.28,,
2008-04-21,1942.25,5.27,168.1,7.28,,
2008-04-28,1942.25,5.27,168.1,7.28,,
2008-05-05,1942.25,5.27,168.1,7.28,,
2008-05-12,1942.25,5.27,168.1,7.28,,
2008-05-19,1942.25,5.27,168.1,7.28,,
2008-05-26,1942.25,5.27,168.1,7.28,,
2008-06-02,1942.25,5.27,168.1,7.28,,
2008-06-09,1942.25,5.27,168.1,7.28,,
2008-06-16,1942.25,5.27,168.1,7.28,,
2008-06-23,1942.25,5.27,168.1,7.28,,
2008-06-30,1942.25,5.27,168.1,7.28,,
2008-07-07,1942.25,5.27,168.1,7.28,,
2008-07-14,1942.25,5.27,168.1,7.28,,
2008-07-21,1942.25,5.27,168.1,7.28,,
2008-07-28,1942.25,5.27,168.1,7.28,,
2008-08-04,1942.25,5.27,168.1,7.28,,
2008-08-11,1942.25,5.27,215.0,7.28,,
2008-08-18,1942.25,5.27,215.0,7.28,,
2008-08-25,1942.25,5.27,215.0,7.28,,
2008-09-01,1942.25,5.27,215.0,7.28,,
2008-09-08,1942.25,5.27,215.0,7.28,,
2008-09-15,1942.25,5.27,215.0,7.28,,
2008-09-22,1942.25,5.27,215.0,7.28,,
2008-09-29,1942.25,5.27,215.0,7.28,,
2008-10-06,1942.25,5.27,215.0,7.28,,
2008-10-13,1942.25,5.27,215.0,7.28,,
2008-10-20,1942.25,5.27,215.0,7.28,,
2008-10-27,1942.25,5.27,164.1,7.28,,
2008-11-03,1942.25,5.27,164.1,7.28,,
2008-11-10,1942.25,5.27,164.1,7.28,,
2008-11-17,1942.25,5.27,164.1,7.28,,
2008-11-24,1942.25,5.27,164.1,7.28,,
2008-12-01,1942.25,5.27,164.1,7.28,,
2008-12-08,1942.25,5.27,164.1,7.28,,
2008-12-15,1942.25,5.27,164.1,7.28,,
2008-12-22,1942.25,5.27,164.1,7.28,,
2008-12-29,1942.25,5.27,164.1,7.28,,
2009-01-05,1942.25,5.27,164.1,7.5,,
2009-01-12,1942.25,5.27,164.1,7.5,,
2009-01-19,1942.25,5.27,164.1,7.5,,
2009-01-26,1942.25,5.27,164.1,7.5,,
2009-02-02,1942.25,5.27,164.1,7.5,,
2009-02-09,1942.25,5.27,164.1,7.5,,
2009-02-16,1942.25,5.27,164.1,7.5,,
2009-02-23,1942.25,5.27,164.1,7.5,,
2009-03-02,1942.25,5.27,164.1,7.5,,
2009-03-09,1942.25,5.27,164.1,7.5,,
2009-03-16,1942.25,5.27,164.1,7.5,,
2009-03-23,1942.25,5.27,164.1,7.5,,
2009-03-30,1942.25,5.27,164.1,7.5,,
2009-04-06,1942.25,5.27,164.1,7.5,,
2009-04-13,1942.25,5.27,153.8,7.5,,
2009-04-20,1942.25,5.27,153.8,7.5,,
2009-04-27,1942.25,5.27,153.8,7.5,,
2009-05-04,1942.25,5.27,153.8,7.5,,
2009-05-11,1942.25,5.27,158.1,7.5,,
2009-05-18,1942.25,5.27,158.1,7.5,,
2009-05-25,1942.25,5.27,158.1,7.5,,
2009-06-01,1942.25,5.27,158.1,7.5,,
2009-06-08,1942.25,5.27,158.1,7.5,,
2009-06-15,1942.25,5.27,158.1,7.5,,
2009-06-22,1942.25,5.27,158.1,7.5,,
2009-06-29,1942.25,5.27,158.1,7.5,,
2009-07-06,1942.25,5.27,158.1,7.5,,
2009-07-13,1942.25,5.27,158.1,7.5,,
2009-07-20,1942.25,5.27,158.1,7.5,,
2009-07-27,1942.25,5.27,158.1,7.5,,
2009-08-03,1942.25,5.27,158.1,7.5,,
2009-08-10,1942.25,5.27,158.1,7.5,,
2009-08-17,1942.25,5.27,188.6,7.5,,
2009-08-24,1942.25,5.27,188.6,7.5,,
2009-08-31,1942.25,5.27,188.6,7.5,,
2009-09-07,1942.25,5.27,188.6,7.5,,
2009-09-14,1942.25,5.27,188.6,7.5,,
2009-09-21,1942.25,5.27,188.6,7.5,,
2009-09-28,1942.25,5.27,188.6,7.5,,
2009-10-05,1942.25,5.27,188.6,7.5,,
2009-10-12,1942.25,5.27,188.6,7.5,,
2009-10-19,1942.25,5.27,188.6,7.5,,
2009-10-26,1942.25,5.27,253.5,7.5,,
2009-11-02,1942.25,5.27,253.5,7.5,,
2009-11-09,1942.25,5.27,253.5,7.5,,
2009-11-16,1942.25,5.27,253.5,7.5,,
2009-11-23,1942.25,5.27,253.5,7.5,,
2009-11-30,1942.25,5.27,253.5,7.5,,
2009-12-07,1942.25,5.27,253.5,7.5,,
2009-12-14,1942.25,5.27,253.5,7.5,,
2009-12-21,1942.25,5.27,253.5,7.5,,
2009-12-28,1942.25,5.27,253.5,7.5,,
2010-01-04,1942.36,5.27,253.5,1.36,,
2010-01-11,1942.36,5.27,253.5,1.36,,
2010-01-18,1942.36,5.27,253.5,1.36,,
2010-01-25,1942.36,5.27,253.5,1.36,,
2010-02-01,1942.36,5.27,253.5,1.36,,
2010-02-08,1942.36,5.27,253.5,1.36,,
2010-02-15,125477.6,25.02,,6.47,,68642.6
2010-02-22,138037.9,27.53,,7.11,1238315.0,47333.5
2010-03-01,136082.4,27.14,,7.01,2235732.0,82560.6
2010-03-08,130366.4,26.0,,6.72,1533085.0,58042.6
2010-03-15,138639.6,27.65,,7.15,1840956.0,68054.7
2010-03-22,144280.4,28.77,,7.44,1632069.0,56129.7
2010-03-29,142625.8,28.44,,7.35,1221713.0,43301.8
2010-04-05,140093.6,27.94,,7.22,810430.5,28934.6
2010-04-12,132371.9,26.4,,6.82,817993.4,30038.7
2010-04-19,124800.7,24.89,,6.43,1128750.0,42166.5
2010-04-26,115299.0,22.99,,5.94,853583.3,35702.5
2010-05-03,117956.4,23.52,,6.08,523735.4,22740.0
2010-05-10,95217.56,18.99,,4.91,648056.3,30763.6
2010-05-17,77442.56,15.44,,3.99,744341.3,43409.8
2010-05-24,87922.06,17.53,,4.53,745661.9,45050.9
2010-05-31,82582.0,16.47,,4.26,1463416.0,83329.3
2010-06-07,85941.44,17.14,,4.43,1070663.0,62337.2
2010-06-14,88247.94,17.6,,4.55,744627.3,42005.4
2010-06-21,87445.69,17.44,,4.51,397896.6,23164.1
2010-06-28,85540.31,17.06,,4.41,457847.8,26153.3
2010-07-05,73155.5,14.59,,3.77,501954.0,32493.3
2010-07-12,77191.88,15.39,,3.98,679941.9,45396.2
2010-07-19,73155.5,14.59,,3.77,545500.5,37206.9
2010-07-26,79874.38,15.93,,4.12,917882.1,59054.5
2010-08-02,82682.31,16.49,,4.26,307861.4,19000.5
2010-08-09,83284.0,16.61,,4.29,704372.4,42320.9
2010-08-16,79498.38,15.85,,4.1,652217.8,41794.8
2010-08-23,76439.75,15.24,,3.94,703273.1,44521.4
2010-08-30,77116.69,15.38,,3.97,476235.2,31468.3
2010-09-06,81880.06,16.33,,4.22,941957.3,60670.3
2010-09-13,82431.63,16.44,,4.25,1130059.0,69910.0
2010-09-20,78620.88,15.68,,4.05,1211944.0,73609.6
2010-09-27,79097.19,15.77,,4.08,184951.9,11804.5
2010-10-04,78269.88,15.61,,4.03,314308.4,20313.8
2010-10-11,93587.94,18.66,,4.82,778489.7,44648.5
2010-10-18,121516.4,24.23,,6.26,3786687.0,171225.6
2010-10-25,146135.6,29.14,,7.53,3500809.0,134691.6
2010-11-01,137762.1,27.47,55.0,7.1,2869339.0,102984.8
2010-11-08,150422.7,30.0,60.1,7.75,3384055.0,116366.1
2010-11-15,127834.2,25.49,51.1,6.59,2396815.0,85500.8
2010-11-22,120638.9,24.06,48.2,6.22,1884655.0,77616.2
2010-11-29,117455.0,23.42,46.9,6.05,1672964.0,69901.9
2010-12-06,125577.9,25.04,50.2,6.47,1500600.0,64145.4
2010-12-13,137110.3,27.34,54.8,7.07,2594403.0,99243.7
2010-12-20,125151.7,24.96,50.0,6.45,1506666.0,56928.8
2010-12-27,133249.4,26.57,53.2,6.87,1933055.0,72616.4
2011-01-03,133224.4,26.57,53.2,4.97,1234856.0,48318.9
2011-01-10,127884.3,25.5,51.1,4.77,1994791.0,74143.4
2011-01-17,109708.3,21.88,43.8,4.09,1021978.0,42092.8
2011-01-24,107828.0,21.5,43.1,4.02,728962.3,32635.3
2011-01-31,111688.8,22.27,44.6,4.17,832598.4,38118.4
2011-02-07,114070.6,22.75,45.6,4.26,172952.0,7673.5
2011-02-14,122544.3,24.44,49.0,4.57,1169720.0,50762.7
2011-02-21,118833.9,23.7,47.5,4.43,2414052.0,99938.1
2011-02-28,111713.9,22.28,44.6,4.17,2575714.0,114149.7
2011-03-07,116201.5,23.17,46.4,4.34,2331602.0,104689.1
2011-03-14,108078.7,21.55,43.2,4.03,1753902.0,78395.9
2011-03-21,102688.6,20.48,41.0,3.83,1711957.0,82470.9
2011-03-28,103891.9,20.72,41.5,3.88,1274531.0,61415.9
2011-04-04,97097.81,19.36,38.8,3.62,1096093.0,55435.4
2011-04-11,98727.38,19.69,24.6,3.68,1361450.0,68090.3
2011-04-18,98150.75,19.57,24.5,3.66,1384344.0,69795.2
2011-04-25,93913.88,18.73,23.4,3.5,1190274.0,61926.5
2011-05-02,88247.94,17.6,23.3,3.29,471363.1,26168.2
2011-05-09,84788.25,16.91,22.4,3.16,723048.5,42854.2
2011-05-16,85264.56,17.0,22.5,3.18,745261.1,44136.0
2011-05-23,79849.31,15.92,21.1,2.98,702624.0,42191.3
2011-05-30,81478.94,16.25,21.5,3.04,1412190.0,85295.7
2011-06-06,85139.25,16.98,22.5,3.18,1273346.0,75358.3
2011-06-13,81854.94,16.32,21.6,3.05,898708.7,54229.4
2011-06-20,85841.19,17.12,22.7,3.2,1702836.0,100041.1
2011-06-27,94891.63,18.92,25.1,3.54,4257420.0,232278.7
2011-07-04,100031.1,19.95,26.4,3.73,3639751.0,186457.6
2011-07-11,94515.56,18.85,25.0,3.53,2002021.0,104010.1
2011-07-18,91055.88,18.16,24.1,3.4,1925656.0,104965.7
2011-07-25,85214.44,16.99,22.5,3.18,1481808.0,82495.9
2011-08-01,88047.38,17.56,23.3,3.29,1076055.0,62543.5
2011-08-08,77969.06,15.55,20.6,2.91,1014700.0,60878.5
2011-08-15,81253.25,16.2,21.5,3.03,1104558.0,69913.0
2011-08-22,77492.75,15.45,20.5,2.89,791114.3,49864.7
2011-08-29,94116.56,15.9,21.4,2.98,1395601.0,85847.4
2011-09-05,90002.69,15.2,20.5,2.85,732860.2,46383.4
2011-09-12,90357.88,15.26,20.5,2.86,721967.8,47224.3
2011-09-19,90032.31,15.21,20.5,2.85,698873.6,45654.4
2011-09-26,89381.19,15.1,20.3,2.83,1013002.0,64707.0
2011-10-03,91156.94,15.4,20.7,2.88,542961.3,35105.6
2011-10-10,92340.88,15.6,21.0,2.92,144431.0,9297.2
2011-10-17,96661.88,16.33,22.0,3.06,1681515.0,101871.7
2011-10-24,93643.06,15.82,21.3,2.96,735005.9,46921.9
2011-10-31,94826.94,16.02,28.6,3.0,984891.1,61286.1
2011-11-07,95566.88,16.14,28.9,3.02,941704.4,57923.6
2011-11-14,94353.38,15.94,28.5,2.98,433471.8,27292.5
2011-11-21,90061.94,15.21,27.2,2.85,643132.3,41795.5
2011-11-28,83550.69,14.11,25.2,2.64,578922.0,39709.4
2011-12-05,78667.25,13.29,23.8,2.49,664585.8,48419.4
2011-12-12,76773.13,12.97,23.2,2.43,276477.8,20847.2
2011-12-19,67775.81,11.45,20.5,2.14,481621.1,40967.2
2011-12-26,61264.61,10.35,18.5,1.94,363823.8,33517.0
2012-01-02,62152.5,10.5,18.8,1.88,461447.6,44479.5
2012-01-09,63513.93,10.73,19.2,1.92,368265.5,35487.3
2012-01-16,64816.17,10.95,19.6,1.96,701910.3,63535.6
2012-01-23,74819.75,12.64,22.6,2.26,978962.6,78965.1
2012-01-30,73695.06,12.45,22.3,2.23,121664.9,9784.3
2012-02-06,72718.38,12.28,22.0,2.2,625608.2,50866.9
2012-02-13,72422.44,12.23,21.9,2.19,895588.3,74480.4
2012-02-20,72215.25,12.2,21.8,2.19,852003.4,69604.1
2012-02-27,80739.06,13.64,24.4,2.44,1760234.0,135559.1
2012-03-05,86066.38,14.54,26.0,2.6,1623447.0,114853.4
2012-03-12,89440.38,15.11,27.0,2.71,1659451.0,110373.6
2012-03-19,87901.38,14.85,26.6,2.66,1227149.0,83081.4
2012-03-26,79673.56,13.46,24.1,2.41,1122039.0,80453.7
2012-04-02,80443.06,13.59,24.3,2.43,805731.6,60249.7
2012-04-09,87901.38,14.85,26.6,2.66,1256559.0,85288.4
2012-04-16,91896.88,15.52,27.8,2.78,1713269.0,112247.8
2012-04-23,93199.13,15.74,40.8,2.82,3146589.0,200651.4
2012-04-30,88937.25,15.02,41.4,2.69,1315802.0,85402.4
2012-05-07,97224.25,16.42,45.3,2.94,1728938.0,107286.3
2012-05-14,94560.56,15.97,44.0,2.86,1877622.0,116618.2
2012-05-21,90269.06,15.25,42.0,2.73,2257566.0,141194.6
2012-05-28,93051.13,15.72,43.3,2.82,1213423.0,76982.4
2012-06-04,93672.69,15.82,43.6,2.83,1718174.0,105591.1
2012-06-11,93939.0,15.87,43.8,2.84,898399.7,57589.8
2012-06-18,94649.38,15.99,44.1,2.86,1091121.0,68351.5
2012-06-25,84201.81,14.22,39.2,2.55,977837.9,64447.6
2012-07-02,88552.5,14.96,41.2,2.68,844763.9,57812.1
2012-07-09,79792.0,13.48,37.2,2.41,980642.9,56836.6
2012-07-16,87427.88,14.77,40.7,2.65,1362155.0,93331.6
2012-07-23,89973.13,15.2,41.9,2.72,2270966.0,146250.9
2012-07-30,80502.31,13.6,37.5,2.44,1325747.0,89808.3
2012-08-06,83166.0,14.05,38.7,2.52,1180990.0,86620.4
2012-08-13,75885.25,12.82,35.3,2.3,1392973.0,101430.7
2012-08-20,75352.5,12.73,35.1,2.28,843351.9,66830.3
2012-08-27,65348.93,11.04,30.4,1.98,828196.3,68823.1
2012-09-03,61974.94,10.47,28.6,1.88,2635085.0,252648.1
2012-09-10,71860.13,12.14,33.2,2.17,2712998.0,237523.6
2012-09-17,71031.44,12.0,32.8,2.15,4086905.0,329360.9
2012-09-24,74050.31,12.51,34.2,2.24,3301864.0,268667.6
2012-10-01,80502.31,13.6,37.2,2.44,3566115.0,274145.2
2012-10-08,78489.75,13.26,36.2,2.37,594371.3,44303.7
2012-10-15,79318.44,13.4,36.6,2.4,2896831.0,211845.9
